country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Sweden,380.0,2008,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,13.0,,Yes,No mention,Yes,Yes,,Yes,,2000-12-12,2004-07-01,2001-06-13,1931-12-22,1958-06-02,1980-03-07,1980-07-02,2000-09-08,2007-01-19,2000-06-08,2003-02-20
Sweden,380.0,2009,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,13.0,,Yes,No mention,Yes,No,,Yes,,2000-12-12,2004-07-01,2001-06-13,1931-12-22,1958-06-02,1980-03-07,1980-07-02,2000-09-08,2007-01-19,2000-06-08,2003-02-20
Sweden,380.0,2010,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,26.0,,Yes,Yes,Yes,No,,Some,,2000-12-12,2004-07-01,2001-06-13,1931-12-22,1958-06-02,1980-03-07,1980-07-02,2000-09-08,2007-01-19,2000-06-08,2003-02-20
Sweden,380.0,2011,Tier 1,Yes,2,,Yes,Second mention,Yes,Third mention,Yes,First mention,No,,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,37.0,,Yes,Yes,Yes,No,,Yes,,2000-12-12,2004-07-01,2001-06-13,1931-12-22,1958-06-02,1980-03-07,1980-07-02,2000-09-08,2007-01-19,2000-06-08,2003-02-20
Norway,385.0,2003,Tier 1,Yes,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,No,No mention,,Yes,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2004,Tier 1,Yes,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,,,Yes,No,No,No mention,,Some,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2005,Tier 1,Yes,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,No mention,No,No mention,,Some,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2006,Tier 1,Yes,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,8.0,,Yes,No mention,No,No mention,,Yes,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2007,Tier 1,Yes,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,5.0,,Yes,Yes,Yes,No,,Some,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2008,Tier 1,Yes,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,6.0,,Yes,Yes,Yes,No,,Some,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2009,Tier 1,Yes,2,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,6.0,,Yes,Yes,Yes,No,,Yes,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2010,Tier 1,Yes,Yes,,Yes,Third mention,Yes,Second mention,Yes,First mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,7.0,,Yes,Yes,Yes,No,,Some,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Norway,385.0,2011,Tier 1,Yes,2,,Yes,Third mention,Yes,Second mention,Yes,First mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,11.0,,Yes,Yes,Yes,Yes,,Yes,,2000-12-13,2003-09-23,2000-12-21,1932-07-01,1958-04-14,1980-07-17,1981-05-21,2000-06-13,2001-10-02,2000-06-13,2003-09-23
Denmark,390.0,2003,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,8.0,,Yes,No mention,Yes,Yes,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2004,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2005,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,8.0,,Yes,Yes,No,No,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2006,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,60.0,,Yes,No mention,No,No,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2007,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,33.0,,Yes,No mention,No,Yes,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2008,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,31.0,,Yes,Yes,Yes,Yes,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2009,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,81.0,,Yes,No mention,Yes,No mention,,Yes,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2010,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,25.0,,Yes,Yes,Yes,Yes,,Some,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Denmark,390.0,2011,Tier 1,Yes,2,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,13.0,,Yes,Yes,Yes,Yes,,Some,,2000-12-12,2003-09-30,2000-08-14,1932-02-11,1958-01-17,1980-07-17,1983-04-21,2000-10-10,2001-10-24,2000-09-07,2002-08-27
Iceland,395.0,2009,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,0.0,,No,No,Yes,No mention,,No,,2000-12-13,2010-06-22,2000-05-29,1958-02-17,1960-11-29,1980-07-24,1985-06-18,2000-09-07,2001-07-09,2000-09-07,2001-10-01
Iceland,395.0,2010,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,8.0,,Yes,No,Yes,Yes,,No mention,,2000-12-13,2010-06-22,2000-05-29,1958-02-17,1960-11-29,1980-07-24,1985-06-18,2000-09-07,2001-07-09,2000-09-07,2001-10-01
Iceland,395.0,2011,Tier 2/2 Watch List,No,2,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0.0,,Yes,Yes,Yes,No,,Some,,2000-12-13,2010-06-22,2000-05-29,1958-02-17,1960-11-29,1980-07-24,1985-06-18,2000-09-07,2001-07-09,2000-09-07,2001-10-01
Guinea-Bissau,404.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,No,,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0.0,,Yes,No mention,No,No,,Yes,,2000-12-14,2007-09-10,2008-08-26,1977-02-21,1977-02-21,1980-07-17,1985-08-23,2000-09-08,2010-11-01,2000-09-08,
Guinea-Bissau,404.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,No,,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,Yes,No mention,No,No,,Yes,,2000-12-14,2007-09-10,2008-08-26,1977-02-21,1977-02-21,1980-07-17,1985-08-23,2000-09-08,2010-11-01,2000-09-08,
Guinea-Bissau,404.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,No,,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,0.0,,Yes,No mention,No,No,,Yes,,2000-12-14,2007-09-10,2008-08-26,1977-02-21,1977-02-21,1980-07-17,1985-08-23,2000-09-08,2010-11-01,2000-09-08,
Guinea-Bissau,404.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0.0,,Yes,Yes,No,No,,Some,,2000-12-14,2007-09-10,2008-08-26,1977-02-21,1977-02-21,1980-07-17,1985-08-23,2000-09-08,2010-11-01,2000-09-08,
Guinea-Bissau,404.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0.0,,Yes,No mention,No,No mention,,Some,,2000-12-14,2007-09-10,2008-08-26,1977-02-21,1977-02-21,1980-07-17,1985-08-23,2000-09-08,2010-11-01,2000-09-08,
Guinea-Bissau,404.0,2011,Tier 3,No,No,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,0.0,,No,No mention,No,No,,Some,,2000-12-14,2007-09-10,2008-08-26,1977-02-21,1977-02-21,1980-07-17,1985-08-23,2000-09-08,2010-11-01,2000-09-08,
Equatorial Guinea,411.0,2002,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,No,No mention,No mention,,,Yes,No mention,No mention,No mention,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2003,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No mention,No mention,,,Yes,No mention,No mention,No,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2004,Tier 3,No,No,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,No,No mention,No mention,Yes,,No,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2005,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,1.0,,No,No mention,No mention,No mention,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2006,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,No,No,,,No,No,No,No mention,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2007,Tier 3,No,No,,No,No mention,No,No mention,Yes,First mention,Yes,,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,No,No mention,,,No,No,No,No,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2008,Tier 2/2 Watch List,No,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,No mention,,,No,No,No,Yes,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2009,Tier 2/2 Watch List,No,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,No mention,,,No,No,No mention,No mention,,Yes,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Guinea,411.0,2010,Tier 2/2 Watch List,No,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,No mention,,,No,No,No,No,,No,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
Equatorial Quinea,411.0,2011,Tier 3,No,No,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,3.0,,No,No,No,Yes,,No,,2000-12-14,2003-02-07,2001-08-13,2001-08-13,2001-08-13,,1984-10-23,,2003-02-07,,
"Gambia, The",420.0,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No,Yes,0.0,,No,No mention,No,No mention,,Yes,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,No,No,,,No,No mention,No,No mention,,Yes,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,2.0,,Yes,No,No,No mention,,Some,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,Yes,Yes,,Some,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,No,0.0,,Yes,No,Yes,Yes,,Some,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,7.0,,Yes,No,Yes,Yes,,Some,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
"Gambia, The",420.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,1.0,,Yes,No,Yes,No,,Some,,2000-12-14,2003-05-05,2001-07-03,2000-09-04,2000-09-04,1980-07-29,1993-04-16,2000-12-21,2010-04-08,2000-12-21,
